order_id,order_item_id,product_id,seller_id,price,freight_value
O00928,1,P00061,S00009,107.24,20.37
O00929,1,P00130,S00066,105.52,8.38
O00929,2,P00089,S00064,23.89,16.16
O00930,1,P00087,S00075,60.05,24.81
O00931,1,P00018,S00039,42.87,20.39
O00931,2,P00030,S00069,248.88,6.78
O00932,1,P00124,S00010,82.3,12.38
O00933,1,P00124,S00022,33.2,7.09
O00934,1,P00100,S00045,76.73,26.66
O00935,1,P00006,S00054,13.28,6.04
O00936,1,P00106,S00073,45.92,40.73
O00937,1,P00142,S00021,59.23,41.3
O00937,2,P00119,S00017,103.23,37.41
O00938,1,P00098,S00019,88.62,35.29
O00939,1,P00076,S00041,97.71,38.17
O00940,1,P00041,S00003,75.54,22.1
O00941,1,P00025,S00016,44.9,34.42
O00941,2,P00141,S00005,112.69,7.28
O00942,1,P00091,S00014,22.67,20.52
O00943,1,P00101,S00071,111.39,32.12
O00943,2,P00094,S00002,50.16,39.34
O00944,1,P00022,S00072,88.93,23.54
O00944,2,P00113,S00005,129.39,27.9
O00945,1,P00137,S00050,145.48,25.76
O00946,1,P00039,S00074,34.17,20.25
O00947,1,P00040,S00035,24.83,41.99
O00947,2,P00026,S00023,178.19,10.27
O00948,1,P00002,S00067,51.16,36.98
O00949,1,P00028,S00028,51.54,8.42
O00949,2,P00010,S00028,139.03,15.0
O00949,3,P00042,S00051,117.62,26.71
O00950,1,P00090,S00058,104.2,20.78
O00951,1,P00123,S00013,73.45,19.47
O00952,1,P00041,S00076,81.39,36.3
O00953,1,P00065,S00003,14.22,29.32
O00953,2,P00056,S00000,50.33,9.97
O00954,1,P00142,S00049,44.42,17.84
O00955,1,P00016,S00036,57.56,12.15
O00956,1,P00068,S00010,67.98,22.6
O00957,1,P00131,S00063,158.23,43.64
O00958,1,P00135,S00054,60.48,38.77
O00959,1,P00053,S00064,86.06,7.34
O00960,1,P00093,S00050,74.59,16.06
O00960,2,P00060,S00056,26.63,29.41
O00961,1,P00106,S00051,85.32,7.56
O00962,1,P00035,S00079,24.41,35.64
O00963,1,P00071,S00049,51.55,39.76
O00964,1,P00089,S00065,37.54,30.21
O00965,1,P00083,S00071,65.85,29.72
O00966,1,P00043,S00029,41.23,9.58
O00967,1,P00053,S00010,18.14,32.38
O00968,1,P00137,S00013,68.16,28.2
O00968,2,P00065,S00005,33.42,6.68
O00969,1,P00079,S00057,72.52,7.43
O00969,2,P00149,S00071,58.88,33.58
O00970,1,P00074,S00003,44.89,15.3
O00971,1,P00057,S00044,53.31,39.3
O00972,1,P00045,S00027,59.54,33.73
O00973,1,P00139,S00078,68.25,18.99
O00974,1,P00009,S00005,10.34,22.75
O00975,1,P00020,S00042,41.92,14.48
O00976,1,P00010,S00025,71.7,19.85
O00977,1,P00030,S00037,80.06,21.64
O00977,2,P00121,S00069,20.51,30.68
O00978,1,P00111,S00042,193.95,10.72
O00978,2,P00106,S00005,51.27,18.06
O00979,1,P00028,S00042,226.29,18.4
O00979,2,P00019,S00001,25.59,21.33
O00980,1,P00046,S00065,53.55,23.83
O00981,1,P00134,S00028,111.45,29.88
O00981,2,P00026,S00020,179.31,11.41
O00981,3,P00117,S00036,131.42,6.78
O00982,1,P00099,S00053,44.67,41.47
O00982,2,P00051,S00000,54.26,6.02
O00983,1,P00038,S00038,29.27,37.32
O00984,1,P00077,S00034,53.7,36.23
O00985,1,P00075,S00027,63.38,28.26
O00986,1,P00022,S00008,21.78,13.59
O00987,1,P00033,S00042,83.23,6.3
O00987,2,P00105,S00056,12.43,34.05
O00988,1,P00093,S00074,151.46,44.91
O00989,1,P00147,S00054,107.36,8.09
O00990,1,P00015,S00077,102.81,13.98
O00990,2,P00134,S00041,131.26,25.14
O00991,1,P00057,S00075,53.62,26.93
O00992,1,P00068,S00051,109.29,34.32
O00993,1,P00077,S00072,32.28,26.11
O00993,2,P00128,S00014,32.69,7.06
O00994,1,P00078,S00033,67.9,25.98
O00995,1,P00115,S00047,74.75,15.77
O00996,1,P00005,S00045,64.9,16.72
O00996,2,P00148,S00006,34.31,14.76
O00997,1,P00088,S00022,146.1,35.71
O00998,1,P00004,S00048,60.04,23.23
O00999,1,P00102,S00033,16.55,9.62
O00999,2,P00056,S00000,136.5,14.64
