review_id,order_id,review_score,review_creation_date,review_answer_timestamp
R00775,O00775,1,2024-03-03 06:17:00,2024-03-04 16:17:00
R00776,O00776,3,2024-09-06 14:58:00,2024-09-07 23:58:00
R00777,O00777,4,2024-08-27 15:15:00,2024-08-28 18:15:00
R00778,O00778,5,2024-09-23 08:46:00,2024-09-23 21:46:00
R00779,O00779,5,2024-11-22 19:36:00,2024-11-24 11:36:00
R00780,O00780,5,2024-04-28 12:13:00,2024-04-28 22:13:00
R00781,O00781,5,2024-09-19 03:25:00,2024-09-19 04:25:00
R00782,O00782,5,2024-11-05 07:34:00,2024-11-06 18:34:00
R00783,O00783,5,2024-08-02 21:36:00,2024-08-05 07:36:00
R00784,O00784,4,2024-09-04 20:59:00,2024-09-07 14:59:00
R00785,O00785,3,2024-12-19 08:40:00,2024-12-19 19:40:00
R00786,O00786,4,2024-03-13 16:56:00,2024-03-15 14:56:00
R00787,O00787,3,2024-03-26 15:55:00,2024-03-29 13:55:00
R00788,O00788,5,2024-04-17 12:05:00,2024-04-18 00:05:00
R00789,O00789,5,2024-07-20 16:53:00,2024-07-21 11:53:00
R00790,O00790,4,2024-09-19 08:20:00,2024-09-21 22:20:00
R00791,O00791,5,2024-08-29 01:56:00,2024-08-29 05:56:00
R00792,O00792,4,2024-11-06 06:25:00,2024-11-08 14:25:00
R00793,O00793,2,2024-11-18 22:47:00,2024-11-20 02:47:00
R00794,O00794,3,2024-04-27 09:43:00,2024-04-27 18:43:00
R00795,O00795,5,2024-12-15 06:34:00,2024-12-17 22:34:00
R00796,O00796,5,2024-10-31 18:07:00,2024-11-02 20:07:00
R00797,O00797,4,2024-12-16 12:00:00,2024-12-17 14:00:00
R00798,O00798,5,2024-12-18 01:11:00,2024-12-20 11:11:00
R00799,O00799,3,2024-11-19 04:33:00,2024-11-19 07:33:00
R00800,O00800,5,2024-09-21 22:23:00,2024-09-23 18:23:00
R00801,O00801,4,2024-06-19 05:37:00,2024-06-20 22:37:00
R00802,O00802,5,2024-12-07 23:09:00,2024-12-08 17:09:00
R00803,O00803,5,2024-02-07 10:06:00,2024-02-08 04:06:00
R00804,O00804,4,2024-09-18 02:45:00,2024-09-18 18:45:00
R00805,O00805,5,2024-04-21 00:10:00,2024-04-22 17:10:00
R00806,O00806,4,2024-03-09 22:04:00,2024-03-11 12:04:00
R00807,O00807,1,2024-03-29 12:08:00,2024-03-29 20:08:00
R00808,O00808,5,2024-05-21 13:20:00,2024-05-22 23:20:00
R00809,O00809,5,2024-10-20 01:41:00,2024-10-21 13:41:00
R00810,O00810,4,2024-06-04 23:35:00,2024-06-05 09:35:00
R00811,O00811,5,2024-07-18 12:58:00,2024-07-18 22:58:00
R00812,O00812,4,2024-12-09 03:33:00,2024-12-11 08:33:00
R00813,O00813,1,2024-10-13 18:31:00,2024-10-15 12:31:00
R00814,O00814,3,2024-12-12 06:40:00,2024-12-13 00:40:00
R00815,O00815,5,2024-03-17 09:47:00,2024-03-19 08:47:00
R00816,O00816,2,2024-02-16 14:48:00,2024-02-18 09:48:00
R00817,O00817,4,2024-09-26 17:49:00,2024-09-27 17:49:00
R00818,O00818,5,2024-02-29 09:51:00,2024-03-01 15:51:00
R00819,O00819,1,2024-08-06 22:13:00,2024-08-09 21:13:00
R00820,O00820,5,2024-05-12 18:29:00,2024-05-15 17:29:00
R00821,O00821,5,2024-09-05 01:31:00,2024-09-08 00:31:00
R00822,O00822,5,2024-02-20 11:12:00,2024-02-22 15:12:00
R00823,O00823,5,2024-09-02 11:53:00,2024-09-04 03:53:00
R00824,O00824,5,2024-05-08 15:35:00,2024-05-09 03:35:00
R00825,O00825,5,2024-09-18 04:01:00,2024-09-18 11:01:00
R00826,O00826,3,2024-06-07 00:01:00,2024-06-07 01:01:00
R00827,O00827,2,2024-07-21 03:44:00,2024-07-21 09:44:00
R00828,O00828,4,2024-12-17 13:20:00,2024-12-19 17:20:00
R00829,O00829,5,2024-04-17 09:48:00,2024-04-18 06:48:00
R00830,O00830,5,2024-01-20 01:55:00,2024-01-20 12:55:00
R00831,O00831,4,2025-01-04 15:17:00,2025-01-05 05:17:00
R00832,O00832,5,2024-07-07 18:46:00,2024-07-10 07:46:00
R00833,O00833,3,2024-10-16 03:13:00,2024-10-17 01:13:00
R00834,O00834,5,2024-07-25 19:49:00,2024-07-28 00:49:00
R00835,O00835,1,2024-12-30 14:30:00,2024-12-31 15:30:00
R00836,O00836,4,2024-07-25 01:29:00,2024-07-25 09:29:00
R00837,O00837,4,2024-06-20 02:01:00,2024-06-21 03:01:00
R00838,O00838,5,2024-04-16 02:22:00,2024-04-17 23:22:00
R00839,O00839,3,2024-06-26 16:33:00,2024-06-28 05:33:00
R00840,O00840,4,2024-03-09 01:45:00,2024-03-11 07:45:00
R00841,O00841,4,2024-05-21 14:46:00,2024-05-21 15:46:00
R00842,O00842,5,2024-03-08 07:07:00,2024-03-09 08:07:00
R00843,O00843,5,2024-10-12 22:08:00,2024-10-13 22:08:00
R00844,O00844,5,2024-01-13 05:16:00,2024-01-14 13:16:00
R00845,O00845,3,2024-04-07 10:34:00,2024-04-08 16:34:00
R00846,O00846,5,2024-06-24 00:08:00,2024-06-24 10:08:00
R00847,O00847,5,2024-11-21 12:53:00,2024-11-22 16:53:00
R00848,O00848,4,2024-01-30 18:16:00,2024-01-30 19:16:00
R00849,O00849,5,2024-11-29 23:02:00,2024-11-30 01:02:00
R00850,O00850,4,2024-01-16 03:42:00,2024-01-17 06:42:00
R00851,O00851,4,2024-05-21 23:59:00,2024-05-22 15:59:00
R00852,O00852,5,2024-09-04 09:12:00,2024-09-06 14:12:00
R00853,O00853,4,2024-01-25 23:13:00,2024-01-28 08:13:00
R00854,O00854,5,2024-12-20 11:55:00,2024-12-21 14:55:00
R00855,O00855,4,2024-02-26 21:27:00,2024-02-28 05:27:00
R00856,O00856,4,2024-02-16 22:21:00,2024-02-19 06:21:00
R00857,O00857,1,2024-03-23 18:27:00,2024-03-26 02:27:00
R00858,O00858,4,2024-08-11 22:21:00,2024-08-12 06:21:00
R00859,O00859,5,2024-11-10 01:50:00,2024-11-11 04:50:00
R00860,O00860,4,2024-03-27 04:10:00,2024-03-27 23:10:00
R00861,O00861,4,2024-10-18 06:22:00,2024-10-20 13:22:00
R00862,O00862,5,2024-09-25 00:06:00,2024-09-27 20:06:00
R00863,O00863,2,2024-03-06 07:38:00,2024-03-08 04:38:00
R00864,O00864,4,2024-05-12 18:27:00,2024-05-15 04:27:00
R00865,O00865,3,2024-08-14 03:27:00,2024-08-16 17:27:00
R00866,O00866,5,2024-09-08 14:59:00,2024-09-09 11:59:00
R00867,O00867,4,2024-03-15 23:33:00,2024-03-16 17:33:00
R00868,O00868,1,2024-12-27 22:17:00,2024-12-30 13:17:00
R00869,O00869,4,2024-04-25 00:21:00,2024-04-25 15:21:00
R00870,O00870,4,2024-11-30 06:49:00,2024-12-03 01:49:00
R00871,O00871,4,2024-02-25 14:54:00,2024-02-27 01:54:00
R00872,O00872,5,2024-03-15 08:34:00,2024-03-17 12:34:00
R00873,O00873,1,2024-12-10 19:10:00,2024-12-12 02:10:00
R00874,O00874,5,2024-02-08 13:28:00,2024-02-09 21:28:00
R00875,O00875,5,2024-10-28 14:33:00,2024-10-31 06:33:00
R00876,O00876,5,2024-09-18 00:13:00,2024-09-18 20:13:00
R00877,O00877,5,2024-01-23 16:10:00,2024-01-26 15:10:00
R00878,O00878,4,2024-05-07 16:17:00,2024-05-07 17:17:00
R00879,O00879,4,2024-12-30 16:53:00,2024-12-31 06:53:00
R00880,O00880,5,2024-09-27 17:15:00,2024-09-29 02:15:00
R00881,O00881,5,2024-07-11 01:26:00,2024-07-12 03:26:00
R00882,O00882,5,2024-08-10 15:08:00,2024-08-11 04:08:00
R00883,O00883,4,2024-11-09 22:04:00,2024-11-11 06:04:00
R00884,O00884,4,2024-05-21 21:06:00,2024-05-23 19:06:00
R00885,O00885,4,2024-03-08 02:01:00,2024-03-10 23:01:00
R00886,O00886,4,2024-08-13 19:30:00,2024-08-16 03:30:00
R00887,O00887,5,2024-01-19 12:29:00,2024-01-19 22:29:00
R00888,O00888,2,2024-02-06 22:59:00,2024-02-08 04:59:00
R00889,O00889,4,2024-03-24 11:24:00,2024-03-25 14:24:00
R00890,O00890,4,2024-08-10 05:08:00,2024-08-10 19:08:00
R00891,O00891,5,2025-01-18 11:34:00,2025-01-19 05:34:00
R00892,O00892,3,2024-06-13 04:47:00,2024-06-14 08:47:00
R00893,O00893,4,2024-01-20 05:06:00,2024-01-21 14:06:00
R00894,O00894,1,2024-07-23 15:13:00,2024-07-24 07:13:00
R00895,O00895,5,2024-11-26 11:01:00,2024-11-27 14:01:00
R00896,O00896,2,2024-01-19 09:08:00,2024-01-20 01:08:00
R00897,O00897,2,2024-01-16 22:55:00,2024-01-19 19:55:00
R00898,O00898,5,2024-05-02 05:11:00,2024-05-02 11:11:00
R00899,O00899,4,2024-09-07 14:32:00,2024-09-10 12:32:00
R00900,O00900,3,2025-01-02 18:02:00,2025-01-05 09:02:00
R00901,O00901,5,2024-09-06 15:23:00,2024-09-08 20:23:00
R00902,O00902,5,2024-10-08 12:34:00,2024-10-09 00:34:00
R00903,O00903,4,2024-11-01 00:34:00,2024-11-02 12:34:00
R00904,O00904,1,2024-08-30 07:24:00,2024-09-01 05:24:00
R00905,O00905,5,2024-01-25 01:32:00,2024-01-25 05:32:00
R00906,O00906,5,2024-07-15 20:30:00,2024-07-17 08:30:00
R00907,O00907,3,2024-05-08 05:52:00,2024-05-09 11:52:00
R00908,O00908,5,2024-02-07 15:02:00,2024-02-08 17:02:00
R00909,O00909,5,2024-07-31 22:35:00,2024-08-01 15:35:00
R00910,O00910,4,2024-02-14 14:21:00,2024-02-17 00:21:00
R00911,O00911,3,2024-10-08 02:38:00,2024-10-08 07:38:00
R00912,O00912,2,2024-08-29 15:56:00,2024-08-31 14:56:00
R00913,O00913,5,2024-04-09 00:23:00,2024-04-11 08:23:00
R00914,O00914,3,2024-05-12 06:43:00,2024-05-13 03:43:00
R00915,O00915,4,2024-10-31 13:24:00,2024-11-01 11:24:00
R00916,O00916,4,2024-02-04 08:35:00,2024-02-06 14:35:00
R00917,O00917,2,2024-06-03 12:11:00,2024-06-04 16:11:00
R00918,O00918,2,2024-01-31 23:07:00,2024-02-01 13:07:00
R00919,O00919,4,2024-08-09 23:25:00,2024-08-11 10:25:00
R00920,O00920,5,2024-02-09 08:51:00,2024-02-11 18:51:00
R00921,O00921,3,2024-03-19 15:55:00,2024-03-22 01:55:00
R00922,O00922,4,2024-03-26 02:31:00,2024-03-27 14:31:00
R00923,O00923,4,2024-08-31 15:46:00,2024-08-31 18:46:00
R00924,O00924,3,2024-05-02 10:07:00,2024-05-04 11:07:00
R00925,O00925,5,2024-06-13 06:59:00,2024-06-13 18:59:00
R00926,O00926,5,2024-04-28 21:13:00,2024-04-29 14:13:00
R00927,O00927,5,2024-08-27 19:00:00,2024-08-30 16:00:00
R00928,O00928,5,2024-04-28 14:25:00,2024-05-01 14:25:00
R00929,O00929,4,2024-02-12 09:37:00,2024-02-12 16:37:00
R00930,O00930,4,2024-05-02 05:34:00,2024-05-02 22:34:00
R00931,O00931,4,2024-09-26 15:31:00,2024-09-29 09:31:00
R00932,O00932,5,2024-08-30 04:54:00,2024-08-31 11:54:00
R00933,O00933,5,2024-03-30 12:34:00,2024-04-01 08:34:00
R00934,O00934,5,2024-02-18 23:14:00,2024-02-20 09:14:00
R00935,O00935,4,2024-04-19 03:05:00,2024-04-20 02:05:00
R00936,O00936,1,2024-01-26 21:09:00,2024-01-28 00:09:00
R00937,O00937,3,2024-07-10 10:36:00,2024-07-10 22:36:00
R00938,O00938,4,2024-10-27 21:31:00,2024-10-28 07:31:00
R00939,O00939,4,2024-11-22 21:00:00,2024-11-24 15:00:00
R00940,O00940,4,2024-08-26 08:49:00,2024-08-28 04:49:00
R00941,O00941,1,2024-11-15 00:20:00,2024-11-15 04:20:00
R00942,O00942,5,2025-01-04 15:10:00,2025-01-04 19:10:00
R00943,O00943,2,2024-08-26 14:26:00,2024-08-27 01:26:00
R00944,O00944,2,2024-10-26 13:13:00,2024-10-29 03:13:00
R00945,O00945,5,2024-06-06 01:39:00,2024-06-08 10:39:00
R00946,O00946,5,2024-10-19 12:31:00,2024-10-19 20:31:00
R00947,O00947,5,2024-07-21 07:57:00,2024-07-22 03:57:00
R00948,O00948,5,2024-03-25 22:01:00,2024-03-27 23:01:00
R00949,O00949,5,2024-05-05 15:39:00,2024-05-07 05:39:00
R00950,O00950,4,2024-01-11 08:45:00,2024-01-14 06:45:00
R00951,O00951,5,2025-01-04 05:33:00,2025-01-05 18:33:00
R00952,O00952,4,2024-12-03 00:01:00,2024-12-03 20:01:00
R00953,O00953,3,2024-11-27 06:14:00,2024-11-29 23:14:00
R00954,O00954,5,2024-12-21 04:52:00,2024-12-22 21:52:00
R00955,O00955,4,2024-04-10 13:56:00,2024-04-13 06:56:00
R00956,O00956,4,2024-06-05 16:44:00,2024-06-05 22:44:00
R00957,O00957,5,2024-11-11 09:12:00,2024-11-12 19:12:00
R00958,O00958,5,2024-06-02 05:17:00,2024-06-04 02:17:00
R00959,O00959,5,2024-09-10 06:20:00,2024-09-12 05:20:00
R00960,O00960,5,2024-09-12 00:13:00,2024-09-14 20:13:00
R00961,O00961,3,2024-02-17 08:23:00,2024-02-18 00:23:00
R00962,O00962,3,2024-02-18 03:50:00,2024-02-19 14:50:00
R00963,O00963,4,2024-08-31 18:27:00,2024-09-02 18:27:00
R00964,O00964,5,2024-02-21 02:09:00,2024-02-22 18:09:00
R00965,O00965,5,2024-08-27 13:57:00,2024-08-27 19:57:00
R00966,O00966,5,2024-01-12 19:28:00,2024-01-15 08:28:00
R00967,O00967,2,2024-11-28 14:50:00,2024-11-29 21:50:00
R00968,O00968,4,2024-08-26 00:27:00,2024-08-27 22:27:00
R00969,O00969,5,2024-03-20 01:05:00,2024-03-22 21:05:00
R00970,O00970,3,2024-01-11 19:46:00,2024-01-12 03:46:00
R00971,O00971,4,2024-12-06 20:52:00,2024-12-07 12:52:00
R00972,O00972,5,2024-05-26 04:20:00,2024-05-29 00:20:00
R00973,O00973,3,2024-05-02 07:39:00,2024-05-03 17:39:00
R00974,O00974,5,2024-04-16 05:00:00,2024-04-17 04:00:00
R00975,O00975,5,2024-03-22 15:18:00,2024-03-25 07:18:00
R00976,O00976,5,2024-07-24 22:06:00,2024-07-27 17:06:00
R00977,O00977,3,2024-12-11 04:46:00,2024-12-14 00:46:00
R00978,O00978,5,2024-08-07 23:38:00,2024-08-09 10:38:00
R00979,O00979,4,2024-02-02 17:13:00,2024-02-03 12:13:00
R00980,O00980,5,2024-07-05 10:29:00,2024-07-06 08:29:00
R00981,O00981,5,2024-11-09 04:29:00,2024-11-11 09:29:00
R00982,O00982,4,2024-05-17 09:51:00,2024-05-18 17:51:00
R00983,O00983,5,2024-11-30 14:03:00,2024-12-02 14:03:00
R00984,O00984,5,2024-05-15 14:21:00,2024-05-16 18:21:00
R00985,O00985,2,2024-12-02 23:04:00,2024-12-03 10:04:00
R00986,O00986,4,2024-10-07 21:20:00,2024-10-09 23:20:00
R00987,O00987,4,2024-08-16 02:12:00,2024-08-16 23:12:00
R00988,O00988,4,2024-08-28 21:39:00,2024-08-30 11:39:00
R00989,O00989,5,2024-01-26 16:11:00,2024-01-27 16:11:00
R00990,O00990,4,2024-05-04 08:32:00,2024-05-06 08:32:00
R00991,O00991,4,2024-05-29 05:12:00,2024-05-30 19:12:00
R00992,O00992,3,2024-02-21 09:35:00,2024-02-21 20:35:00
R00993,O00993,4,2024-01-15 14:45:00,2024-01-17 19:45:00
R00994,O00994,5,2024-04-13 21:47:00,2024-04-16 15:47:00
R00995,O00995,5,2024-05-26 19:04:00,2024-05-28 00:04:00
R00996,O00996,5,2024-12-01 18:50:00,2024-12-03 01:50:00
R00997,O00997,5,2024-02-17 11:26:00,2024-02-18 23:26:00
R00998,O00998,4,2024-10-28 20:27:00,2024-10-31 08:27:00
R00999,O00999,5,2024-05-24 02:44:00,2024-05-25 22:44:00
